run,completion,targets,survival,fragmentation,duration,reward
41,1.0,1.0,0.800000011920929,0.31621623039245605,37.0,-0.44174861907958984
42,1.0,1.0,1.0,0.0,66.0,3.7748913764953613
43,0.0,0.5,0.0,0.0,62.0,-20.00586700439453
44,1.0,1.0,0.6000000238418579,0.12325581908226013,43.0,-3.5897903442382812
45,1.0,1.0,1.0,0.0,66.0,1.996368408203125
46,1.0,1.0,0.6000000238418579,0.0,72.0,-3.7754440307617188
47,0.0,0.0,0.0,0.029729729518294334,37.0,-22.350936889648438
48,1.0,1.0,0.5,0.24313728511333466,51.0,-5.083832263946533
49,1.0,1.0,1.0,0.0,58.0,3.954021453857422
50,1.0,1.0,1.0,0.0,69.0,0.875093936920166
51,1.0,1.0,1.0,0.2199999839067459,30.0,4.984299659729004
52,1.0,1.0,1.0,0.0,66.0,2.8387451171875
53,0.0,0.75,0.0,0.11481481045484543,90.0,-18.521562576293945
54,1.0,1.0,0.5,0.21250005066394806,80.0,-12.66585922241211
55,1.0,1.0,0.75,0.18478260934352875,46.0,2.8033697605133057
56,1.0,1.0,1.0,0.0,48.0,3.1437783241271973
57,1.0,1.0,1.0,0.0,40.0,3.578589916229248
58,0.0,0.0,0.0,0.1617647111415863,34.0,-18.649070739746094
59,1.0,1.0,1.0,0.0,74.0,0.6904973983764648
60,0.0,0.6666666865348816,0.0,0.3916667103767395,40.0,-20.873077392578125
61,1.0,1.0,0.5,0.0,47.0,-2.039062023162842
62,0.0,0.5,0.0,0.0,75.0,-19.279674530029297
63,1.0,1.0,1.0,0.2108107954263687,37.0,3.3376355171203613
64,1.0,1.0,1.0,0.0,68.0,5.2746124267578125
65,1.0,1.0,1.0,0.0,29.0,4.66389274597168
66,1.0,1.0,0.800000011920929,0.0,73.0,-4.23580265045166
67,1.0,1.0,1.0,0.3625001013278961,48.0,3.292492389678955
68,0.0,0.25,0.0,0.0,35.0,-14.132583618164062
69,1.0,1.0,1.0,0.0,47.0,4.268313884735107
70,0.0,0.6666666865348816,0.4000000059604645,0.16200003027915955,150.0,-53.57513427734375
71,1.0,1.0,1.0,0.0,54.0,5.323261737823486
72,1.0,1.0,1.0,0.36923086643218994,39.0,2.2435131072998047
73,1.0,1.0,1.0,0.0,31.0,4.367638111114502
74,1.0,1.0,1.0,0.22758617997169495,29.0,5.378634452819824
75,1.0,1.0,1.0,0.42105281352996826,57.0,2.7534499168395996
76,1.0,1.0,1.0,0.2199999839067459,30.0,4.835397243499756
77,0.0,0.5,0.0,0.0,43.0,-20.048959732055664
78,1.0,1.0,1.0,0.06000000238418579,40.0,4.400494575500488
79,1.0,1.0,1.0,0.0,72.0,0.7258996963500977
80,1.0,1.0,1.0,0.01428571529686451,42.0,2.074087619781494
81,1.0,1.0,1.0,0.0,60.0,1.8920178413391113
82,1.0,1.0,1.0,0.0,39.0,6.017915725708008
83,1.0,1.0,1.0,0.28421056270599365,38.0,2.7777152061462402
84,1.0,1.0,1.0,0.0,45.0,6.961958408355713
85,1.0,1.0,1.0,0.0,40.0,1.7642407417297363
86,1.0,1.0,1.0,0.0,63.0,0.6082658767700195
87,0.0,0.75,0.0,0.09253731369972229,67.0,-18.672378540039062
88,1.0,1.0,0.6000000238418579,0.10921051353216171,76.0,-2.9182815551757812
89,1.0,1.0,1.0,0.0,37.0,0.6853675842285156
90,1.0,1.0,1.0,0.0,75.0,0.5647211074829102
91,1.0,1.0,0.75,0.0,85.0,-3.090625762939453
92,1.0,1.0,1.0,0.0,76.0,3.271552562713623
93,1.0,1.0,1.0,0.0,66.0,5.742862224578857
94,1.0,1.0,1.0,0.3960001468658447,50.0,2.4381160736083984
95,1.0,1.0,1.0,0.20000000298023224,45.0,3.6975769996643066
96,0.0,0.5,0.0,0.20107531547546387,93.0,-35.526885986328125
97,1.0,1.0,1.0,0.0,57.0,4.039149761199951
98,1.0,1.0,1.0,0.3081081509590149,37.0,2.8895883560180664
99,1.0,1.0,1.0,0.2742857336997986,35.0,3.2109861373901367
100,1.0,1.0,1.0,0.32542383670806885,59.0,-0.4701690673828125
101,1.0,1.0,1.0,0.39069777727127075,43.0,6.936431407928467
102,1.0,1.0,1.0,0.2432432472705841,37.0,6.367469787597656
103,1.0,1.0,1.0,0.17142856121063232,35.0,3.3323349952697754
104,1.0,1.0,1.0,0.0,66.0,-0.04207324981689453
105,1.0,1.0,1.0,0.24827584624290466,29.0,5.034154891967773
106,1.0,1.0,1.0,0.0,72.0,3.967653274536133
107,1.0,1.0,1.0,0.1024390161037445,41.0,4.658498287200928
108,1.0,1.0,1.0,0.0,43.0,3.1399641036987305
109,1.0,1.0,1.0,0.0,60.0,-4.539151191711426
110,0.0,0.0,0.0,0.0,39.0,-23.677663803100586
111,1.0,1.0,0.8333333134651184,0.39512205123901367,41.0,0.6937341690063477
112,1.0,1.0,1.0,0.0,46.0,2.3786916732788086
113,1.0,1.0,1.0,0.0,80.0,2.459364414215088
114,1.0,1.0,0.75,0.01123595517128706,89.0,-1.803680419921875
115,1.0,1.0,1.0,0.24705880880355835,34.0,4.04094934463501
116,1.0,1.0,0.75,0.0,71.0,0.9714603424072266
117,1.0,1.0,1.0,0.34500008821487427,40.0,4.997296333312988
118,1.0,1.0,1.0,0.1756097376346588,41.0,4.935427665710449
119,1.0,1.0,1.0,0.0,72.0,4.0667643547058105
120,1.0,1.0,1.0,0.0,49.0,4.206329822540283
121,0.0,0.25,0.0,0.02777777798473835,36.0,-19.218307495117188
122,0.0,0.6666666865348816,0.0,0.0,60.0,-16.80773162841797
123,1.0,1.0,0.75,0.02083333395421505,72.0,0.13142871856689453
124,1.0,1.0,0.8333333134651184,0.3923078179359436,52.0,1.7722439765930176
125,1.0,1.0,1.0,0.3882354199886322,51.0,4.756450653076172
126,0.0,0.5,0.0,0.0,30.0,-10.401421546936035
127,1.0,1.0,1.0,0.2368421107530594,38.0,2.944735527038574
128,1.0,1.0,1.0,0.0,38.0,4.151360511779785
129,1.0,1.0,0.6000000238418579,0.1146666556596756,75.0,-3.4787492752075195
130,1.0,1.0,0.75,0.0,57.0,1.1906423568725586
131,1.0,1.0,0.75,0.0,58.0,1.7347793579101562
132,1.0,1.0,1.0,0.3191490173339844,47.0,5.9016218185424805
133,1.0,1.0,1.0,0.0,41.0,2.849362373352051
134,1.0,1.0,1.0,0.3500000536441803,36.0,3.1880860328674316
135,1.0,1.0,1.0,0.0,57.0,2.137002468109131
136,1.0,1.0,1.0,0.0,42.0,6.832597732543945
137,1.0,1.0,1.0,0.0,67.0,-8.69367790222168
138,0.0,0.5,0.1666666716337204,0.03511110693216324,150.0,-48.189918518066406
139,1.0,1.0,1.0,0.0,67.0,1.6703824996948242
140,1.0,1.0,1.0,0.0,40.0,4.996271133422852
141,0.0,0.0,0.0,0.0,23.0,-15.028848648071289
142,1.0,1.0,1.0,0.0,57.0,4.845629692077637
143,1.0,1.0,1.0,0.0,65.0,1.6220316886901855
144,1.0,1.0,1.0,0.33684220910072327,57.0,2.7350568771362305
145,1.0,1.0,1.0,0.2936170995235443,47.0,3.336606502532959
146,1.0,1.0,1.0,0.320000022649765,30.0,4.693335056304932
147,1.0,1.0,0.6000000238418579,0.10864196717739105,81.0,-5.99908447265625
148,1.0,1.0,1.0,0.0,44.0,0.5085630416870117
149,1.0,1.0,0.5,0.0,44.0,-3.363889694213867
150,1.0,1.0,1.0,0.0,65.0,-1.137528419494629
151,1.0,1.0,0.800000011920929,0.0,79.0,-6.15755558013916
152,1.0,1.0,1.0,0.0,44.0,2.5081443786621094
153,1.0,1.0,0.6000000238418579,0.0,78.0,-6.360116004943848
154,1.0,1.0,1.0,0.3622642755508423,53.0,4.473127841949463
155,1.0,1.0,0.800000011920929,0.0,37.0,3.4856109619140625
156,1.0,1.0,1.0,0.0,29.0,5.543918132781982
157,1.0,1.0,0.75,0.0,72.0,1.4606285095214844
158,1.0,1.0,1.0,0.0,69.0,2.3333520889282227
159,1.0,1.0,1.0,0.0,77.0,1.4228830337524414
160,1.0,1.0,1.0,0.30000004172325134,40.0,2.452564239501953
161,1.0,1.0,1.0,0.0,68.0,5.132928848266602
162,1.0,1.0,1.0,0.41176486015319824,51.0,4.798800945281982
163,1.0,1.0,1.0,0.0,54.0,1.7727837562561035
164,1.0,1.0,1.0,0.0,33.0,4.940961837768555
165,1.0,1.0,1.0,0.0,64.0,-2.6003894805908203
166,1.0,1.0,0.75,0.0,56.0,4.132909774780273
167,0.0,0.0,0.0,0.0,33.0,-17.91131019592285
168,1.0,1.0,0.75,0.0,61.0,-0.10413551330566406
169,1.0,1.0,1.0,0.0,39.0,2.8438382148742676
170,1.0,1.0,0.5,0.0,61.0,-6.085103988647461
171,1.0,1.0,1.0,0.3500000536441803,36.0,3.2843527793884277
172,1.0,1.0,1.0,0.0,69.0,4.1486663818359375
173,1.0,1.0,0.75,0.0,70.0,2.1469693183898926
174,1.0,1.0,1.0,0.0,58.0,4.147599697113037
175,1.0,1.0,1.0,0.0,37.0,5.718278884887695
176,1.0,1.0,1.0,0.3500000536441803,36.0,3.1747899055480957
177,1.0,1.0,1.0,0.0,56.0,5.172163963317871
178,0.0,0.75,0.0,0.0,53.0,-17.235401153564453
179,1.0,1.0,1.0,0.2918919324874878,37.0,3.3419346809387207
180,1.0,1.0,1.0,0.378260999917984,46.0,6.418063163757324
181,0.0,0.0,0.0,0.0,37.0,-19.417213439941406
182,0.0,0.25,0.0,0.0,44.0,-16.93183135986328
183,1.0,1.0,1.0,0.3829788565635681,47.0,5.849708557128906
184,1.0,1.0,1.0,0.0,38.0,1.6657686233520508
185,1.0,1.0,1.0,0.0,52.0,2.7598414421081543
186,0.0,0.6666666865348816,0.0,0.11538460850715637,52.0,-21.716201782226562
187,1.0,1.0,0.3333333432674408,0.28392863273620605,56.0,-8.32474136352539
188,1.0,1.0,0.5,0.0,55.0,-5.728655815124512
189,1.0,1.0,1.0,0.25333335995674133,45.0,4.387218952178955
190,0.0,0.75,0.1666666716337204,0.1119999960064888,150.0,-40.512306213378906
191,1.0,1.0,0.75,0.0,51.0,2.2795257568359375
192,1.0,1.0,1.0,0.04615384712815285,39.0,4.347550868988037
193,1.0,1.0,1.0,0.38048791885375977,41.0,7.215219974517822
194,1.0,1.0,1.0,0.0,56.0,4.755666732788086
195,1.0,1.0,1.0,0.0,62.0,1.356870174407959
196,1.0,1.0,1.0,0.0,70.0,-1.3836193084716797
197,0.0,0.0,0.0,0.0,34.0,-18.145906448364258
198,1.0,1.0,1.0,0.4300001859664917,60.0,2.724879741668701
199,1.0,1.0,1.0,0.0,51.0,6.002678871154785
200,1.0,1.0,1.0,0.0,80.0,-4.016237258911133
201,0.0,0.5,0.0,0.0,62.0,-18.338876724243164
202,1.0,1.0,1.0,0.323076993227005,39.0,5.248887538909912
203,1.0,1.0,1.0,0.3857143819332123,42.0,7.006686210632324
204,1.0,1.0,1.0,0.25,36.0,3.1072778701782227
205,1.0,1.0,0.75,0.0,80.0,1.0532317161560059
206,0.0,0.6666666865348816,0.0,0.3136364221572876,44.0,-21.20225715637207
207,1.0,1.0,1.0,0.36923086643218994,39.0,8.475332260131836
208,1.0,1.0,0.75,0.0,69.0,-0.07809829711914062
209,1.0,1.0,0.75,0.0,48.0,0.6133756637573242
210,1.0,1.0,1.0,0.0,39.0,5.497615814208984
211,0.0,0.5,0.0,0.0,43.0,-13.01842975616455
212,1.0,1.0,0.8333333134651184,0.39512205123901367,41.0,1.3348917961120605
213,0.0,0.5,0.0,0.0,33.0,-12.783960342407227
214,1.0,1.0,1.0,0.0,49.0,3.8067030906677246
215,0.0,0.5,0.0,0.0,70.0,-23.702716827392578
216,1.0,1.0,1.0,0.0,49.0,5.814572334289551
217,1.0,1.0,1.0,0.3400000333786011,30.0,4.6063008308410645
218,1.0,1.0,1.0,0.0,36.0,6.058555603027344
219,1.0,1.0,1.0,0.0,66.0,-1.0362539291381836
220,1.0,1.0,1.0,0.0,53.0,-0.3584432601928711
221,1.0,1.0,1.0,0.39130446314811707,46.0,4.217472076416016
222,1.0,1.0,0.800000011920929,0.3302326202392578,43.0,-1.6848983764648438
223,1.0,1.0,1.0,0.1317073106765747,41.0,5.408639907836914
224,1.0,1.0,0.6000000238418579,0.27674421668052673,43.0,-5.294039726257324
225,1.0,1.0,1.0,0.0,71.0,3.7883310317993164
226,1.0,1.0,1.0,0.0,39.0,3.6902904510498047
227,0.0,0.6666666865348816,0.0,0.0,67.0,-23.653291702270508
228,1.0,1.0,1.0,0.0,61.0,3.467087745666504
229,1.0,1.0,0.8333333134651184,0.4058825373649597,68.0,-1.085103988647461
230,1.0,1.0,1.0,0.0,40.0,0.5534429550170898
231,1.0,1.0,1.0,0.27000004053115845,40.0,2.6045656204223633
232,1.0,1.0,0.6000000238418579,0.1711864471435547,59.0,-2.3479700088500977
233,0.0,0.75,0.0,0.0,81.0,-18.301319122314453
234,1.0,1.0,1.0,0.27000004053115845,40.0,4.996055603027344
235,1.0,1.0,1.0,0.3714286684989929,42.0,4.826019287109375
236,1.0,1.0,1.0,0.0,75.0,-0.47234058380126953
237,1.0,1.0,1.0,0.43928590416908264,56.0,1.3275623321533203
238,1.0,1.0,0.5,0.0,38.0,-0.6655607223510742
239,1.0,1.0,1.0,0.0,36.0,4.715692520141602
240,0.0,0.5,0.25,0.0,150.0,-30.82106590270996
241,1.0,1.0,1.0,0.4046512842178345,43.0,3.925255298614502
242,0.0,0.3333333432674408,0.0,0.0,40.0,-15.833023071289062
243,1.0,1.0,1.0,0.0,73.0,-2.3752593994140625
244,1.0,1.0,1.0,0.0,77.0,0.139678955078125
245,1.0,1.0,1.0,0.0,71.0,1.0905652046203613
246,1.0,1.0,0.6000000238418579,0.35609760880470276,41.0,0.6581416130065918
247,1.0,1.0,1.0,0.0,30.0,3.737107276916504
248,1.0,1.0,1.0,0.3257143199443817,35.0,3.3887624740600586
249,1.0,1.0,0.6000000238418579,0.30000004172325134,43.0,-4.394529819488525
250,0.0,0.3333333432674408,0.5,0.0,150.0,-48.43929672241211
251,1.0,1.0,1.0,0.0,36.0,5.815378189086914
252,1.0,1.0,1.0,0.06923077255487442,26.0,6.362000465393066
253,1.0,1.0,0.8333333134651184,0.4178573191165924,56.0,-0.8204169273376465
254,0.0,0.6666666865348816,0.0,0.09387754648923874,49.0,-19.271936416625977
255,1.0,1.0,0.75,0.0,79.0,0.6894903182983398
256,1.0,1.0,0.6000000238418579,0.315000057220459,40.0,-3.9080517292022705
257,0.0,0.5,0.0,0.0,46.0,-16.907333374023438
258,1.0,1.0,1.0,0.0,41.0,4.562665939331055
259,1.0,1.0,0.5,0.15833333134651184,60.0,-4.620037078857422
260,0.0,0.0,0.0,0.0,35.0,-22.331859588623047
261,1.0,1.0,1.0,0.0,41.0,-1.2020635604858398
262,0.0,0.75,0.0,0.028169013559818268,71.0,-22.649198532104492
263,1.0,1.0,1.0,0.11249999701976776,32.0,4.820373058319092
264,1.0,1.0,1.0,0.0,49.0,3.7913818359375
265,1.0,1.0,1.0,0.0,69.0,1.2000503540039062
266,1.0,1.0,1.0,0.2727273106575012,44.0,1.2465324401855469
267,1.0,1.0,0.5,0.2232142835855484,56.0,-3.9382238388061523
268,1.0,1.0,1.0,0.3183674216270447,49.0,2.7420926094055176
269,1.0,1.0,1.0,0.22285711765289307,35.0,3.272690773010254
270,1.0,1.0,1.0,0.0,73.0,-5.224315643310547
271,1.0,1.0,1.0,0.1791045069694519,67.0,1.186591625213623
272,1.0,1.0,1.0,0.330000102519989,60.0,1.4414496421813965
273,1.0,1.0,1.0,0.3857143819332123,42.0,4.002156734466553
274,1.0,1.0,0.5,0.12714284658432007,70.0,-10.93986701965332
275,1.0,1.0,1.0,0.3512195944786072,41.0,2.139115333557129
276,1.0,1.0,1.0,0.0,51.0,5.915345191955566
277,1.0,1.0,1.0,0.4285716116428375,56.0,1.573317050933838
278,1.0,1.0,0.8333333134651184,0.38181832432746887,55.0,0.7687015533447266
279,0.0,0.0,0.0,0.0,34.0,-18.902559280395508
280,1.0,1.0,0.800000011920929,0.0,40.0,0.8950967788696289
281,1.0,1.0,1.0,0.0,41.0,2.770082473754883
282,1.0,1.0,1.0,0.06000000238418579,40.0,4.785377502441406
283,1.0,1.0,0.6000000238418579,0.08219177275896072,73.0,-5.348077774047852
284,1.0,1.0,1.0,0.0,52.0,5.212108135223389
285,1.0,1.0,1.0,0.0,81.0,-4.305415153503418
286,1.0,1.0,0.800000011920929,0.0,90.0,-6.618804931640625
287,0.0,0.0,0.0,0.0,36.0,-23.363000869750977
288,1.0,1.0,1.0,0.0,52.0,3.4384217262268066
289,0.0,0.5,0.0,0.1773049533367157,47.0,-18.46236801147461
290,1.0,1.0,1.0,0.20000001788139343,54.0,1.7412452697753906
291,1.0,1.0,0.75,0.0,72.0,-0.7194461822509766
292,1.0,1.0,1.0,0.0,63.0,3.248342990875244
293,1.0,1.0,1.0,0.40384629368782043,52.0,1.772000789642334
294,1.0,1.0,1.0,0.0,64.0,-0.5826358795166016
295,1.0,1.0,1.0,0.2432432472705841,37.0,3.8120946884155273
296,1.0,1.0,0.6666666865348816,0.3279070258140564,43.0,-2.738369941711426
297,1.0,1.0,1.0,0.18095239996910095,63.0,0.9807567596435547
298,1.0,1.0,1.0,0.0,56.0,4.707615375518799
299,1.0,1.0,0.6000000238418579,0.09999998658895493,78.0,-3.5502405166625977
300,1.0,1.0,1.0,0.0,76.0,2.115847110748291
301,1.0,1.0,1.0,0.0,44.0,2.6540627479553223
302,1.0,1.0,1.0,0.0,40.0,0.2349100112915039
303,1.0,1.0,1.0,0.35294127464294434,51.0,4.9457244873046875
304,1.0,1.0,1.0,0.0,56.0,4.273705959320068
305,1.0,1.0,0.4000000059604645,0.4133331775665283,80.0,-17.61257553100586
306,1.0,1.0,0.5,0.39594608545303345,74.0,-14.689823150634766
307,1.0,1.0,1.0,0.20571427047252655,35.0,3.7289605140686035
308,1.0,1.0,1.0,0.0,60.0,1.244593620300293
309,1.0,1.0,1.0,0.0,62.0,3.271331787109375
310,1.0,1.0,0.800000011920929,0.0,80.0,-3.009000778198242
311,0.0,0.75,0.0,0.2199999988079071,45.0,-15.997379302978516
312,1.0,1.0,1.0,0.0,37.0,6.926882266998291
313,1.0,1.0,1.0,0.0,54.0,2.6345224380493164
314,1.0,1.0,1.0,0.320000022649765,30.0,4.887829303741455
315,1.0,1.0,1.0,0.23333331942558289,36.0,3.547410011291504
316,1.0,1.0,1.0,0.0,36.0,4.873806953430176
317,0.0,0.0,0.0,0.0,39.0,-18.44138526916504
318,1.0,1.0,1.0,0.40975621342658997,41.0,7.170699119567871
319,1.0,1.0,1.0,0.22666668891906738,45.0,6.804418563842773
320,1.0,1.0,1.0,0.0,75.0,-3.101665496826172
321,1.0,1.0,0.6000000238418579,0.15789473056793213,57.0,-0.49677467346191406
322,1.0,1.0,1.0,0.22499999403953552,40.0,5.715044975280762
323,1.0,1.0,1.0,0.41250014305114746,48.0,2.882608413696289
324,1.0,1.0,0.800000011920929,0.0,62.0,-2.698307991027832
325,1.0,1.0,1.0,0.0,51.0,2.678114414215088
326,1.0,1.0,1.0,0.40000012516975403,45.0,6.801509380340576
327,1.0,1.0,1.0,0.4080001413822174,50.0,2.4271011352539062
328,1.0,1.0,0.5,0.11874999850988388,80.0,-7.734760284423828
329,1.0,1.0,1.0,0.0,37.0,1.4245452880859375
330,1.0,1.0,1.0,0.0,66.0,1.880889892578125
331,1.0,1.0,0.800000011920929,0.0,45.0,1.8668842315673828
332,1.0,1.0,1.0,0.0,70.0,3.630160331726074
333,1.0,1.0,1.0,0.0,51.0,0.6562156677246094
334,1.0,1.0,0.75,0.30000001192092896,45.0,-4.364455223083496
335,0.0,0.6666666865348816,0.0,0.2530864477157593,54.0,-20.795061111450195
336,0.0,0.5,0.0,0.0,35.0,-14.276947021484375
337,1.0,1.0,1.0,0.0,62.0,1.8033037185668945
338,1.0,1.0,1.0,0.26511630415916443,43.0,4.799897193908691
339,1.0,1.0,1.0,0.0,61.0,4.557704448699951
340,1.0,1.0,1.0,0.45000016689300537,52.0,4.476317405700684
341,1.0,1.0,0.800000011920929,0.0,57.0,1.598052978515625
342,1.0,1.0,1.0,0.0,53.0,5.010344505310059
343,1.0,1.0,1.0,0.0,49.0,3.442105770111084
344,1.0,1.0,1.0,0.0,37.0,3.5811281204223633
345,1.0,1.0,1.0,0.204878032207489,41.0,1.8062500953674316
346,1.0,1.0,0.75,0.02500000037252903,60.0,2.688856601715088
347,0.0,0.6666666865348816,0.0,0.0,50.0,-18.56226348876953
348,1.0,1.0,1.0,0.39130446314811707,46.0,6.089545249938965
349,1.0,1.0,1.0,0.0,38.0,2.2473626136779785
350,1.0,1.0,1.0,0.0,50.0,3.5700135231018066
351,1.0,1.0,1.0,0.0,73.0,3.042107582092285
352,1.0,1.0,0.75,0.03205128386616707,78.0,-0.6875505447387695
353,1.0,1.0,1.0,0.19591838121414185,49.0,0.47132396697998047
354,1.0,1.0,1.0,0.3411765694618225,51.0,5.073630332946777
355,1.0,1.0,1.0,0.35714295506477356,42.0,6.872841835021973
356,1.0,1.0,1.0,0.24615386128425598,39.0,2.095552921295166
357,1.0,1.0,1.0,0.0,82.0,-8.4180269241333
358,1.0,1.0,1.0,0.19200000166893005,50.0,2.7241158485412598
359,0.0,0.0,0.0,0.0,33.0,-21.462711334228516
360,1.0,1.0,1.0,0.0,46.0,4.416844844818115
361,1.0,1.0,1.0,0.0,74.0,-2.500295639038086
362,1.0,1.0,1.0,0.07741935551166534,31.0,4.85745906829834
363,1.0,1.0,1.0,0.0,63.0,2.7799630165100098
364,1.0,1.0,0.75,0.07692307978868484,39.0,2.755525588989258
365,0.0,0.75,0.1666666716337204,0.17266666889190674,150.0,-40.490318298339844
366,1.0,1.0,1.0,0.4408164918422699,49.0,3.1382808685302734
367,1.0,1.0,1.0,0.2918919324874878,37.0,2.8696632385253906
368,1.0,1.0,1.0,0.0,62.0,0.9248161315917969
369,1.0,1.0,0.6000000238418579,0.3137255311012268,51.0,-2.639829635620117
370,0.0,0.5,0.1666666716337204,0.09399999678134918,150.0,-40.971534729003906
371,1.0,1.0,1.0,0.28000006079673767,45.0,6.3623528480529785
372,1.0,1.0,1.0,0.0,65.0,-2.440185546875
373,1.0,1.0,1.0,0.31666672229766846,36.0,3.4987940788269043
374,1.0,1.0,1.0,0.32857149839401245,42.0,6.721003532409668
375,1.0,1.0,1.0,0.0,71.0,4.139597415924072
376,0.0,0.75,0.0,0.0,52.0,-12.077627182006836
377,1.0,1.0,1.0,0.0,61.0,0.6743583679199219
378,1.0,1.0,1.0,0.0,42.0,2.6778202056884766
379,1.0,1.0,1.0,0.16923075914382935,39.0,8.277670860290527
380,1.0,1.0,0.8333333134651184,0.0,39.0,-2.3827409744262695
381,1.0,1.0,0.5,0.2714286148548126,42.0,-7.432516098022461
382,0.0,0.3333333432674408,0.0,0.0476190485060215,42.0,-20.400449752807617
383,1.0,1.0,1.0,0.0,35.0,7.3452348709106445
384,1.0,1.0,1.0,0.0,63.0,2.6255106925964355
385,1.0,1.0,0.75,0.04545454680919647,77.0,-2.805241584777832
386,1.0,1.0,0.6666666865348816,0.0,43.0,-6.358028411865234
387,1.0,1.0,1.0,0.041860464960336685,43.0,3.0948357582092285
388,1.0,1.0,1.0,0.03214285895228386,56.0,4.673492908477783
389,1.0,1.0,1.0,0.36923086643218994,39.0,2.1683859825134277
390,0.0,0.6666666865348816,0.0,0.31136369705200195,44.0,-23.161670684814453
391,1.0,1.0,1.0,0.12413793057203293,29.0,4.803208827972412
392,1.0,1.0,1.0,0.0,78.0,-0.4848823547363281
393,1.0,1.0,1.0,0.0,38.0,3.125912666320801
394,1.0,1.0,1.0,0.2900000810623169,60.0,1.5572295188903809
395,1.0,1.0,1.0,0.3600000739097595,40.0,7.960104465484619
396,0.0,0.0,0.0,0.0,25.0,-16.22427749633789
397,0.0,0.5,0.0,0.2935898005962372,52.0,-24.353626251220703
398,0.0,0.5,0.0,0.018518516793847084,36.0,-13.157268524169922
399,1.0,1.0,1.0,0.45283037424087524,53.0,4.026617050170898
400,0.0,0.75,0.0,0.0,64.0,-20.052324295043945
401,1.0,1.0,1.0,0.28421056270599365,38.0,6.018457412719727
402,1.0,1.0,1.0,0.0,53.0,5.003235816955566
403,1.0,1.0,1.0,0.0,69.0,2.122988700866699
404,1.0,1.0,1.0,0.0,68.0,2.1015639305114746
405,1.0,1.0,1.0,0.1071428582072258,28.0,5.396908760070801
406,1.0,1.0,1.0,0.0,37.0,3.810868263244629
407,1.0,1.0,0.800000011920929,0.0,79.0,-3.976337432861328
408,1.0,1.0,1.0,0.0,76.0,-0.21102333068847656
409,1.0,1.0,1.0,0.37500008940696716,40.0,2.321171760559082
410,0.0,0.5,0.0,0.15416665375232697,48.0,-20.837743759155273
411,1.0,1.0,1.0,0.0,55.0,2.230307102203369
412,1.0,1.0,0.6000000238418579,0.17499998211860657,40.0,-2.868743896484375
413,1.0,1.0,1.0,0.23076923191547394,39.0,4.431849479675293
