run,completion,targets,survival,fragmentation,duration,reward
76,1.0,1.0,1.0,0.0,64.0,-9.950624465942383
77,1.0,1.0,1.0,0.0,39.0,-2.152968406677246
78,1.0,1.0,1.0,0.0,56.0,-7.898435592651367
79,1.0,1.0,1.0,0.0,42.0,-3.8998284339904785
80,1.0,1.0,1.0,0.0,58.0,-7.7616143226623535
81,1.0,1.0,1.0,0.0,45.0,-3.1729421615600586
82,1.0,1.0,1.0,0.0,42.0,-3.521695613861084
83,1.0,1.0,1.0,0.0,54.0,-6.871116638183594
84,1.0,1.0,1.0,0.0,45.0,-4.816312789916992
85,1.0,1.0,1.0,0.0,43.0,-2.8299832344055176
86,1.0,1.0,1.0,0.0,60.0,-6.335651397705078
87,1.0,1.0,1.0,0.0,39.0,-2.5026988983154297
88,1.0,1.0,1.0,0.0,65.0,-9.913670539855957
89,1.0,1.0,1.0,0.0,44.0,-4.134807586669922
90,1.0,1.0,1.0,0.0,70.0,-12.35799789428711
91,1.0,1.0,1.0,0.0,46.0,-3.5039610862731934
92,1.0,1.0,1.0,0.0,56.0,-7.239699840545654
93,1.0,1.0,1.0,0.0,50.0,-6.037369728088379
94,1.0,1.0,1.0,0.0,38.0,-2.3576316833496094
95,1.0,1.0,1.0,0.0,54.0,-5.4137115478515625
96,0.0,0.5,0.0,0.0,50.0,-20.912860870361328
97,1.0,1.0,1.0,0.0,69.0,-11.03701400756836
98,1.0,1.0,1.0,0.0,41.0,-3.114384174346924
99,1.0,1.0,1.0,0.0,70.0,-10.702004432678223
100,1.0,1.0,1.0,0.0,46.0,-2.554507255554199
101,1.0,1.0,1.0,0.0,42.0,-2.940807342529297
102,1.0,1.0,1.0,0.0,39.0,-1.7413616180419922
103,1.0,1.0,1.0,0.0,45.0,-3.072442054748535
104,1.0,1.0,1.0,0.0,48.0,-5.0404486656188965
105,1.0,1.0,1.0,0.0,52.0,-5.80296516418457
106,1.0,1.0,1.0,0.0,50.0,-4.264097690582275
107,1.0,1.0,1.0,0.0,48.0,-4.543108940124512
108,1.0,1.0,1.0,0.0,46.0,-2.6656312942504883
109,1.0,1.0,1.0,0.0,43.0,-3.033435344696045
110,1.0,1.0,1.0,0.0,55.0,-7.859793663024902
111,0.0,0.5,0.0,0.0,49.0,-19.62619972229004
112,1.0,1.0,1.0,0.0,39.0,-2.9097843170166016
113,1.0,1.0,1.0,0.0,38.0,-1.025866985321045
114,1.0,1.0,1.0,0.0,40.0,-2.5015454292297363
115,1.0,1.0,1.0,0.0,47.0,-4.104974746704102
116,1.0,1.0,1.0,0.0,38.0,-2.446671485900879
117,1.0,1.0,1.0,0.0,70.0,-11.893659591674805
118,1.0,1.0,1.0,0.0,34.0,-0.4137558937072754
119,1.0,1.0,1.0,0.0,39.0,-1.3917741775512695
120,1.0,1.0,1.0,0.0,75.0,-11.864887237548828
121,0.0,0.5,0.0,0.0,72.0,-24.96760368347168
122,1.0,1.0,1.0,0.0,50.0,-4.3966264724731445
123,1.0,1.0,1.0,0.0,42.0,-3.9670491218566895
124,1.0,1.0,1.0,0.0,55.0,-6.5327043533325195
125,1.0,1.0,1.0,0.0,51.0,-5.724155426025391
126,1.0,1.0,1.0,0.0,53.0,-7.349705696105957
127,1.0,1.0,1.0,0.0,51.0,-6.411935806274414
128,1.0,1.0,1.0,0.0,57.0,-7.694997787475586
129,1.0,1.0,1.0,0.0,52.0,-5.94135856628418
130,1.0,1.0,1.0,0.0,48.0,-5.251463413238525
131,1.0,1.0,1.0,0.0,58.0,-8.09792709350586
132,1.0,1.0,1.0,0.0,51.0,-5.278900623321533
133,1.0,1.0,1.0,0.0,60.0,-8.0733060836792
134,1.0,1.0,1.0,0.0,62.0,-9.591018676757812
135,1.0,1.0,1.0,0.0,59.0,-8.416926383972168
136,1.0,1.0,1.0,0.0,62.0,-9.161718368530273
137,1.0,1.0,1.0,0.0,45.0,-5.0790934562683105
138,1.0,1.0,1.0,0.0,56.0,-5.776181221008301
139,1.0,1.0,1.0,0.0,43.0,-3.0743160247802734
140,1.0,1.0,1.0,0.0,57.0,-7.587912082672119
141,1.0,1.0,1.0,0.0,44.0,-3.369630813598633
142,1.0,1.0,1.0,0.0,56.0,-6.381740570068359
143,0.0,0.5,0.0,0.0,45.0,-18.552507400512695
144,1.0,1.0,1.0,0.0,65.0,-9.339086532592773
145,1.0,1.0,1.0,0.0,42.0,-1.9717388153076172
146,1.0,1.0,1.0,0.0,43.0,-3.714550018310547
147,1.0,1.0,1.0,0.0,41.0,-2.264695167541504
148,1.0,1.0,1.0,0.0,36.0,-1.060333251953125
149,1.0,1.0,1.0,0.0,48.0,-4.108882427215576
150,1.0,1.0,1.0,0.0,53.0,-6.674721717834473
151,1.0,1.0,1.0,0.0,52.0,-5.854367256164551
152,1.0,1.0,1.0,0.0,44.0,-4.208319664001465
153,1.0,1.0,1.0,0.0,41.0,-3.5369744300842285
154,1.0,1.0,1.0,0.0,40.0,-2.9145302772521973
155,1.0,1.0,1.0,0.0,50.0,-5.708103179931641
156,1.0,1.0,1.0,0.0,37.0,-0.8191409111022949
157,1.0,1.0,1.0,0.0,55.0,-6.9820990562438965
158,1.0,1.0,1.0,0.0,45.0,-4.385656833648682
159,1.0,1.0,1.0,0.0,52.0,-5.118354797363281
160,1.0,1.0,1.0,0.0,65.0,-9.068643569946289
161,1.0,1.0,1.0,0.0,46.0,-5.890571117401123
162,1.0,1.0,1.0,0.0,53.0,-5.079178810119629
163,1.0,1.0,1.0,0.0,60.0,-9.59943675994873
164,1.0,1.0,1.0,0.0,58.0,-8.750856399536133
165,1.0,1.0,1.0,0.0,42.0,-2.866490364074707
166,0.0,0.5,0.0,0.0,46.0,-18.251102447509766
167,1.0,1.0,1.0,0.0,50.0,-5.344429969787598
168,1.0,1.0,1.0,0.0,46.0,-2.986433506011963
169,1.0,1.0,1.0,0.0,50.0,-5.603671073913574
170,1.0,1.0,1.0,0.0,72.0,-12.251091003417969
171,1.0,1.0,1.0,0.0,59.0,-6.412927150726318
172,1.0,1.0,1.0,0.0,50.0,-6.632386207580566
173,1.0,1.0,1.0,0.0,53.0,-6.392322540283203
174,1.0,1.0,1.0,0.0,61.0,-9.359309196472168
175,1.0,1.0,1.0,0.0,52.0,-4.66757869720459
176,1.0,1.0,1.0,0.0,44.0,-3.8787436485290527
177,1.0,1.0,1.0,0.0,79.0,-13.593868255615234
178,1.0,1.0,1.0,0.0,44.0,-3.7812347412109375
179,1.0,1.0,1.0,0.0,44.0,-3.413733959197998
180,0.0,0.5,0.0,0.0,52.0,-21.384647369384766
181,1.0,1.0,1.0,0.0,40.0,-2.137359619140625
182,1.0,1.0,1.0,0.0,47.0,-4.795029640197754
183,1.0,1.0,1.0,0.0,42.0,-3.388317584991455
184,1.0,1.0,1.0,0.0,41.0,-2.4882826805114746
185,1.0,1.0,1.0,0.0,50.0,-5.105625152587891
186,1.0,1.0,1.0,0.0,42.0,-3.5494656562805176
187,1.0,1.0,1.0,0.0,62.0,-9.728166580200195
188,1.0,1.0,1.0,0.0,36.0,-0.8281545639038086
189,1.0,1.0,0.6666666865348816,0.0,52.0,-9.25155258178711
190,1.0,1.0,1.0,0.0,39.0,-1.9679722785949707
191,1.0,1.0,1.0,0.0,63.0,-8.417692184448242
192,1.0,1.0,1.0,0.0,64.0,-8.320138931274414
193,1.0,1.0,1.0,0.0,47.0,-5.317709922790527
194,1.0,1.0,1.0,0.0,62.0,-7.932479381561279
195,1.0,1.0,1.0,0.0,46.0,-3.424528121948242
196,1.0,1.0,1.0,0.0,76.0,-12.15009880065918
197,1.0,1.0,1.0,0.0,48.0,-4.713722229003906
198,1.0,1.0,1.0,0.0,40.0,-1.7635884284973145
199,1.0,1.0,1.0,0.0,43.0,-2.265913963317871
200,1.0,1.0,1.0,0.0,44.0,-3.8298892974853516
201,1.0,1.0,1.0,0.0,37.0,-0.7909502983093262
202,1.0,1.0,1.0,0.0,61.0,-7.659724712371826
203,1.0,1.0,0.6666666865348816,0.0,76.0,-15.778301239013672
204,1.0,1.0,1.0,0.0,71.0,-12.275592803955078
205,1.0,1.0,1.0,0.0,54.0,-5.094513416290283
206,1.0,1.0,1.0,0.0,57.0,-8.867209434509277
207,1.0,1.0,1.0,0.0,39.0,-2.202178955078125
208,1.0,1.0,1.0,0.0,45.0,-3.856151580810547
209,1.0,1.0,1.0,0.0,70.0,-12.53389835357666
210,1.0,1.0,1.0,0.0,64.0,-9.286550521850586
211,1.0,1.0,1.0,0.0,77.0,-12.89168930053711
212,1.0,1.0,1.0,0.0,37.0,-1.9204564094543457
213,1.0,1.0,1.0,0.0,53.0,-7.414489269256592
214,1.0,1.0,1.0,0.0,62.0,-8.77917766571045
215,1.0,1.0,1.0,0.0,47.0,-3.9853391647338867
216,1.0,1.0,1.0,0.0,38.0,-1.1738791465759277
217,1.0,1.0,1.0,0.0,53.0,-6.83355188369751
218,1.0,1.0,1.0,0.0,47.0,-3.498310089111328
219,1.0,1.0,1.0,0.0,61.0,-7.132766246795654
220,1.0,1.0,1.0,0.0,50.0,-4.94814395904541
221,1.0,1.0,1.0,0.0,44.0,-4.011999130249023
222,1.0,1.0,1.0,0.0,47.0,-5.1852827072143555
223,1.0,1.0,1.0,0.0,46.0,-4.743756294250488
224,1.0,1.0,1.0,0.0,62.0,-7.709778785705566
225,1.0,1.0,1.0,0.0,41.0,-3.064352035522461
226,1.0,1.0,1.0,0.0,44.0,-3.4302449226379395
227,1.0,1.0,1.0,0.0,54.0,-6.211657524108887
228,1.0,1.0,1.0,0.0,51.0,-5.052488327026367
229,1.0,1.0,1.0,0.0,44.0,-2.97794246673584
230,1.0,1.0,1.0,0.0,70.0,-10.929815292358398
231,1.0,1.0,1.0,0.0,55.0,-6.593528747558594
232,1.0,1.0,1.0,0.0,38.0,-1.5241785049438477
233,1.0,1.0,1.0,0.0,39.0,-3.101274013519287
234,1.0,1.0,1.0,0.0,55.0,-5.8249311447143555
235,1.0,1.0,1.0,0.0,38.0,-1.4959278106689453
236,1.0,1.0,1.0,0.0,45.0,-5.521597862243652
237,1.0,1.0,1.0,0.0,47.0,-3.994335651397705
238,1.0,1.0,1.0,0.0,41.0,-2.190807342529297
239,0.0,0.0,0.0,0.0,43.0,-21.019254684448242
240,1.0,1.0,1.0,0.0,66.0,-9.279621124267578
241,1.0,1.0,1.0,0.0,62.0,-8.084029197692871
242,1.0,1.0,1.0,0.0,37.0,-1.934286117553711
243,1.0,1.0,1.0,0.0,65.0,-9.897613525390625
244,0.0,0.5,0.0,0.0,72.0,-26.104476928710938
245,1.0,1.0,1.0,0.0,49.0,-5.043089866638184
246,1.0,1.0,1.0,0.0,48.0,-4.734314441680908
247,1.0,1.0,1.0,0.0,48.0,-4.7937211990356445
248,1.0,1.0,1.0,0.0,76.0,-12.487680435180664
249,1.0,1.0,1.0,0.0,48.0,-4.045821189880371
250,1.0,1.0,1.0,0.0,55.0,-5.8329620361328125
251,1.0,1.0,1.0,0.0,58.0,-8.153263092041016
252,1.0,1.0,1.0,0.0,45.0,-4.037914276123047
253,1.0,1.0,1.0,0.0,38.0,-1.268843173980713
254,1.0,1.0,1.0,0.0,48.0,-4.325213432312012
255,1.0,1.0,1.0,0.0,47.0,-5.828972816467285
256,1.0,1.0,1.0,0.0,57.0,-6.327911853790283
257,1.0,1.0,1.0,0.0,45.0,-5.049042701721191
258,1.0,1.0,1.0,0.0,49.0,-3.9755144119262695
259,1.0,1.0,1.0,0.0,52.0,-6.947690963745117
260,1.0,1.0,1.0,0.0,58.0,-8.305295944213867
261,1.0,1.0,1.0,0.0,54.0,-5.660953998565674
262,1.0,1.0,1.0,0.0,55.0,-7.272046089172363
263,1.0,1.0,1.0,0.0,52.0,-6.558956146240234
264,1.0,1.0,1.0,0.0,51.0,-6.6639814376831055
265,1.0,1.0,1.0,0.0,73.0,-13.235172271728516
266,1.0,1.0,1.0,0.0,68.0,-11.870049476623535
267,1.0,1.0,1.0,0.0,37.0,-1.4808921813964844
268,1.0,1.0,1.0,0.0,45.0,-3.445937156677246
269,1.0,1.0,1.0,0.0,68.0,-10.139803886413574
270,1.0,1.0,1.0,0.0,40.0,-2.4487152099609375
271,1.0,1.0,1.0,0.0,44.0,-3.940462112426758
272,1.0,1.0,1.0,0.0,41.0,-3.4661927223205566
273,1.0,1.0,1.0,0.0,41.0,-3.694901943206787
274,1.0,1.0,1.0,0.0,54.0,-7.853202819824219
275,1.0,1.0,1.0,0.0,37.0,-1.9175305366516113
276,1.0,1.0,1.0,0.0,54.0,-6.162276268005371
277,1.0,1.0,1.0,0.0,39.0,-2.026965618133545
278,1.0,1.0,1.0,0.0,36.0,-0.8883910179138184
279,1.0,1.0,1.0,0.0,36.0,-0.6976947784423828
280,1.0,1.0,1.0,0.0,40.0,-2.4578933715820312
281,0.0,0.0,0.0,0.0,19.0,-13.960914611816406
282,1.0,1.0,1.0,0.0,41.0,-3.4497876167297363
283,1.0,1.0,1.0,0.0,35.0,-0.949866771697998
284,1.0,1.0,1.0,0.0,38.0,-2.882678985595703
285,1.0,1.0,1.0,0.0,63.0,-8.975994110107422
286,1.0,1.0,1.0,0.0,66.0,-10.121747016906738
287,1.0,1.0,1.0,0.0,69.0,-10.543741226196289
288,1.0,1.0,1.0,0.0,50.0,-4.41008996963501
289,1.0,1.0,1.0,0.0,47.0,-4.851013660430908
290,1.0,1.0,1.0,0.0,62.0,-8.696389198303223
291,1.0,1.0,1.0,0.0,58.0,-6.978813648223877
292,1.0,1.0,1.0,0.0,53.0,-5.898610591888428
293,1.0,1.0,1.0,0.0,35.0,-1.1162400245666504
294,1.0,1.0,1.0,0.0,51.0,-5.993024826049805
295,1.0,1.0,1.0,0.0,38.0,-1.8513269424438477
296,1.0,1.0,1.0,0.0,46.0,-4.091602802276611
297,1.0,1.0,1.0,0.0,59.0,-7.969024658203125
298,1.0,1.0,1.0,0.0,54.0,-6.844991683959961
299,1.0,1.0,1.0,0.0,42.0,-2.954352855682373
300,1.0,1.0,1.0,0.0,49.0,-5.0219831466674805
301,1.0,1.0,1.0,0.0,65.0,-8.994241714477539
302,1.0,1.0,1.0,0.0,36.0,-1.3072624206542969
303,1.0,1.0,1.0,0.0,65.0,-10.126644134521484
304,1.0,1.0,1.0,0.0,63.0,-8.629406929016113
305,1.0,1.0,1.0,0.0,59.0,-8.097732543945312
306,1.0,1.0,1.0,0.0,64.0,-8.26707649230957
307,1.0,1.0,1.0,0.0,42.0,-2.5522313117980957
308,1.0,1.0,1.0,0.0,55.0,-8.114130020141602
309,1.0,1.0,1.0,0.0,44.0,-2.858799934387207
310,1.0,1.0,1.0,0.0,46.0,-3.4405298233032227
311,1.0,1.0,1.0,0.0,36.0,-1.8554716110229492
312,1.0,1.0,1.0,0.0,44.0,-3.9825572967529297
313,1.0,1.0,1.0,0.0,46.0,-4.501401901245117
314,1.0,1.0,1.0,0.0,47.0,-5.354616165161133
315,0.0,0.5,0.0,0.0,48.0,-16.065263748168945
316,1.0,1.0,1.0,0.0,44.0,-4.784085750579834
317,1.0,1.0,1.0,0.0,48.0,-4.027673721313477
318,0.0,0.5,0.0,0.0,45.0,-16.251483917236328
319,0.0,0.5,0.0,0.0,45.0,-17.05050277709961
320,1.0,1.0,1.0,0.0,50.0,-5.068401336669922
321,1.0,1.0,1.0,0.0,36.0,-1.6214499473571777
322,1.0,1.0,1.0,0.0,56.0,-6.137516975402832
323,1.0,1.0,1.0,0.0,38.0,-1.2971348762512207
324,1.0,1.0,1.0,0.0,40.0,-1.4459657669067383
325,1.0,1.0,1.0,0.0,56.0,-6.57777738571167
326,1.0,1.0,1.0,0.0,43.0,-3.2195544242858887
327,0.0,0.5,0.0,0.0,51.0,-19.09445571899414
328,1.0,1.0,1.0,0.0,76.0,-13.732523918151855
329,1.0,1.0,1.0,0.0,34.0,-0.8405795097351074
330,1.0,1.0,1.0,0.0,69.0,-10.205954551696777
331,1.0,1.0,1.0,0.0,37.0,-1.7152891159057617
332,1.0,1.0,1.0,0.0,68.0,-10.241501808166504
333,1.0,1.0,1.0,0.0,53.0,-7.066061973571777
334,1.0,1.0,1.0,0.0,41.0,-1.6266984939575195
335,1.0,1.0,1.0,0.0,49.0,-4.647404670715332
336,1.0,1.0,1.0,0.0,39.0,-2.126877784729004
337,1.0,1.0,1.0,0.0,59.0,-8.384540557861328
338,1.0,1.0,1.0,0.0,45.0,-3.003549098968506
339,1.0,1.0,1.0,0.0,54.0,-6.94089937210083
340,1.0,1.0,1.0,0.0,45.0,-5.093711853027344
341,1.0,1.0,1.0,0.0,70.0,-10.932327270507812
342,1.0,1.0,1.0,0.0,47.0,-4.241445541381836
343,1.0,1.0,1.0,0.0,50.0,-4.674854755401611
344,1.0,1.0,1.0,0.0,67.0,-10.555451393127441
345,1.0,1.0,1.0,0.0,39.0,-3.0157270431518555
346,1.0,1.0,1.0,0.0,43.0,-2.4598937034606934
347,1.0,1.0,1.0,0.0,51.0,-5.835330963134766
348,1.0,1.0,1.0,0.0,37.0,-1.008730411529541
349,1.0,1.0,1.0,0.0,52.0,-7.019756317138672
350,1.0,1.0,1.0,0.0,48.0,-4.341174602508545
351,1.0,1.0,1.0,0.0,50.0,-4.204288959503174
352,1.0,1.0,1.0,0.0,60.0,-8.632987976074219
353,1.0,1.0,1.0,0.0,60.0,-7.324207305908203
354,1.0,1.0,1.0,0.0,56.0,-7.095741271972656
355,1.0,1.0,1.0,0.0,49.0,-4.566613674163818
356,1.0,1.0,1.0,0.0,50.0,-5.428163051605225
357,1.0,1.0,1.0,0.0,70.0,-11.298298835754395
358,1.0,1.0,1.0,0.0,53.0,-5.736020088195801
359,1.0,1.0,1.0,0.0,34.0,-0.7346811294555664
360,1.0,1.0,1.0,0.0,48.0,-5.905240058898926
361,1.0,1.0,1.0,0.0,40.0,-2.9317407608032227
362,1.0,1.0,1.0,0.0,47.0,-3.3880691528320312
363,1.0,1.0,1.0,0.0,49.0,-4.939142227172852
364,1.0,1.0,1.0,0.0,58.0,-8.33747673034668
365,1.0,1.0,1.0,0.0,58.0,-6.79053258895874
366,1.0,1.0,1.0,0.0,48.0,-4.5822296142578125
367,1.0,1.0,1.0,0.0,41.0,-2.7936482429504395
368,1.0,1.0,1.0,0.0,39.0,-2.3774847984313965
369,1.0,1.0,1.0,0.0,50.0,-6.384215354919434
370,1.0,1.0,1.0,0.0,60.0,-8.362703323364258
371,1.0,1.0,1.0,0.0,43.0,-2.967453956604004
372,0.0,0.5,0.0,0.0,39.0,-20.31917953491211
373,1.0,1.0,1.0,0.0,59.0,-7.669563293457031
374,1.0,1.0,1.0,0.0,48.0,-4.855085372924805
375,1.0,1.0,1.0,0.0,50.0,-6.1758832931518555
376,1.0,1.0,1.0,0.0,54.0,-5.587474822998047
377,1.0,1.0,1.0,0.0,49.0,-4.459720134735107
378,1.0,1.0,1.0,0.0,50.0,-5.432499408721924
379,1.0,1.0,1.0,0.0,44.0,-3.0630340576171875
380,1.0,1.0,1.0,0.0,47.0,-4.915656566619873
381,1.0,1.0,1.0,0.0,60.0,-7.727668762207031
382,1.0,1.0,1.0,0.0,71.0,-11.455708503723145
383,1.0,1.0,1.0,0.0,46.0,-4.533824920654297
384,0.0,0.5,0.0,0.0,36.0,-15.70340347290039
385,0.0,0.5,0.0,0.0,54.0,-18.94547462463379
386,0.0,0.5,0.0,0.0,39.0,-17.535850524902344
387,1.0,1.0,1.0,0.0,56.0,-7.199943542480469
388,1.0,1.0,1.0,0.0,64.0,-9.618217468261719
389,1.0,1.0,1.0,0.0,40.0,-3.1905136108398438
390,1.0,1.0,1.0,0.0,70.0,-10.770857810974121
391,1.0,1.0,1.0,0.0,51.0,-6.685588836669922
392,1.0,1.0,1.0,0.0,44.0,-3.1281394958496094
393,1.0,1.0,0.6666666865348816,0.0,42.0,-6.179641246795654
394,1.0,1.0,1.0,0.0,41.0,-2.9909281730651855
395,1.0,1.0,1.0,0.0,37.0,-0.8903293609619141
396,1.0,1.0,1.0,0.0,41.0,-3.4887990951538086
397,1.0,1.0,1.0,0.0,43.0,-3.5116071701049805
398,1.0,1.0,1.0,0.0,45.0,-4.551373481750488
399,1.0,1.0,1.0,0.0,41.0,-3.0024805068969727
400,1.0,1.0,0.6666666865348816,0.0,48.0,-9.03746223449707
401,1.0,1.0,1.0,0.0,49.0,-4.553269386291504
402,1.0,1.0,1.0,0.0,42.0,-3.714831829071045
403,1.0,1.0,1.0,0.0,39.0,-1.7192888259887695
404,1.0,1.0,1.0,0.0,49.0,-5.218515396118164
405,1.0,1.0,1.0,0.0,50.0,-5.684134483337402
406,1.0,1.0,1.0,0.0,48.0,-4.026389122009277
407,0.0,0.0,0.0,0.0,34.0,-18.577816009521484
408,1.0,1.0,1.0,0.0,42.0,-4.046555042266846
409,1.0,1.0,1.0,0.0,45.0,-5.508680820465088
410,1.0,1.0,1.0,0.0,45.0,-4.480612277984619
411,1.0,1.0,1.0,0.0,42.0,-3.732863426208496
412,1.0,1.0,1.0,0.0,38.0,-1.7533831596374512
413,1.0,1.0,1.0,0.0,54.0,-5.909606456756592
414,1.0,1.0,1.0,0.0,61.0,-8.923852920532227
415,1.0,1.0,1.0,0.0,47.0,-6.001997947692871
416,1.0,1.0,1.0,0.0,40.0,-2.4100732803344727
417,1.0,1.0,1.0,0.0,54.0,-7.598773956298828
418,1.0,1.0,1.0,0.0,49.0,-5.875051498413086
419,1.0,1.0,1.0,0.0,41.0,-3.2355942726135254
420,1.0,1.0,1.0,0.0,52.0,-6.331194877624512
421,1.0,1.0,1.0,0.0,42.0,-4.30009651184082
422,1.0,1.0,0.0,0.0,56.0,-14.081730842590332
423,1.0,1.0,1.0,0.0,40.0,-3.3435821533203125
424,1.0,1.0,1.0,0.0,42.0,-3.449131488800049
425,1.0,1.0,1.0,0.0,58.0,-7.478753089904785
426,1.0,1.0,1.0,0.0,42.0,-2.8563008308410645
427,1.0,1.0,1.0,0.0,70.0,-12.198777198791504
428,1.0,1.0,1.0,0.0,62.0,-9.277944564819336
429,1.0,1.0,1.0,0.0,68.0,-11.010833740234375
430,1.0,1.0,1.0,0.0,58.0,-7.08501672744751
431,1.0,1.0,1.0,0.0,63.0,-9.740653991699219
432,1.0,1.0,1.0,0.0,61.0,-8.257259368896484
433,1.0,1.0,1.0,0.0,59.0,-7.3154296875
434,1.0,1.0,1.0,0.0,61.0,-8.738174438476562
435,1.0,1.0,1.0,0.0,46.0,-3.9887924194335938
436,1.0,1.0,1.0,0.0,43.0,-3.7095680236816406
437,1.0,1.0,1.0,0.0,51.0,-5.7523393630981445
438,1.0,1.0,1.0,0.0,63.0,-8.548474311828613
439,0.0,0.0,0.0,0.0,35.0,-19.33684539794922
440,1.0,1.0,1.0,0.0,46.0,-3.7204418182373047
441,1.0,1.0,1.0,0.0,42.0,-3.2004318237304688
442,1.0,1.0,1.0,0.0,68.0,-10.274322509765625
443,1.0,1.0,0.0,0.0,46.0,-12.284122467041016
444,1.0,1.0,1.0,0.0,50.0,-5.721297264099121
